PacketType,PayloadLen,DeviceID,Timestamp,PacketID,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Flags,Battery,CRC
2,24,3,65564,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,7
2,24,1,65565,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,227
2,24,3,65616,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,10
2,24,1,65617,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,238
2,24,1,65673,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,76
2,24,3,65674,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,219
2,24,3,65720,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,238
2,24,1,65721,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,10
2,24,3,65773,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,79
2,24,1,65774,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,216
2,24,1,65825,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,182
2,24,3,65830,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,199
2,24,3,65883,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,136
2,24,1,65884,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,249
2,24,3,65931,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2
2,24,1,65932,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,115
2,24,1,65983,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,40
2,24,3,65984,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,108
2,24,3,66036,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,84
2,24,1,66037,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,176
2,24,3,66088,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,82
2,24,1,66089,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,182
2,24,3,66140,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,184
2,24,1,66141,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,92
2,24,1,66191,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,70
2,24,3,66192,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,109
2,24,3,66243,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,21
2,24,1,66244,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,100
2,24,3,66295,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,97
2,24,1,66300,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,61
2,24,1,66349,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,93
2,24,3,66350,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,202
2,24,3,66399,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,168
2,24,1,66402,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,213
2,24,1,66452,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,64
2,24,3,66453,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,164
