PacketType,PayloadLen,DeviceID,Timestamp,PacketID,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Flags,Battery,CRC
2,24,1,25529,1,-0.25,0.92230224609375,-0.25201416015625,0.80108642578125,-4.93621826171875,0.63323974609375,-0.064697265625,-0.3111572265625,0.017578125,11,0,65
2,24,3,25530,1,0.17291259765625,-0.98309326171875,-0.12664794921875,4.34112548828125,-4.974365234375,-3.814697265625,-0.5325927734375,0.4398193359375,0.2923583984375,11,0,202
2,24,3,25577,2,0.173095703125,-0.98388671875,-0.115234375,3.95965576171875,-4.05120849609375,-3.08990478515625,-0.5333251953125,0.4381103515625,0.288330078125,11,0,111
2,24,1,25578,2,-0.240478515625,0.9124755859375,-0.24615478515625,0.7476806640625,-5.48553466796875,-0.152587890625,-0.069091796875,-0.313232421875,0.0191650390625,11,0,66
2,24,1,25631,3,-0.24017333984375,0.91302490234375,-0.24542236328125,2.01416015625,-6.89697265625,0.3509521484375,-0.0684814453125,-0.312744140625,0.0198974609375,11,0,174
2,24,3,25634,3,0.173095703125,-0.98388671875,-0.115234375,3.95965576171875,-4.05120849609375,-3.08990478515625,-0.535400390625,0.4410400390625,0.2918701171875,11,0,31
2,24,1,25687,4,-0.24017333984375,0.91302490234375,-0.24542236328125,2.01416015625,-6.89697265625,0.3509521484375,-0.0614013671875,-0.3133544921875,0.0213623046875,11,0,133
2,24,3,25688,4,0.17474365234375,-0.98004150390625,-0.11846923828125,3.4027099609375,-3.73077392578125,-3.0364990234375,-0.534912109375,0.4395751953125,0.2958984375,11,0,254
2,24,3,25734,5,0.1715087890625,-0.98382568359375,-0.11920166015625,2.76947021484375,-3.99017333984375,-2.09808349609375,-0.531982421875,0.4385986328125,0.2923583984375,11,0,248
2,24,1,25735,5,-0.23980712890625,0.92364501953125,-0.24969482421875,3.143310546875,-6.64520263671875,0.64849853515625,-0.068603515625,-0.31103515625,0.0167236328125,11,0,200
2,24,1,25786,6,-0.23980712890625,0.92364501953125,-0.24969482421875,3.143310546875,-6.64520263671875,0.64849853515625,-0.0667724609375,-0.3123779296875,0.0177001953125,11,0,150
2,24,3,25787,6,0.1715087890625,-0.98382568359375,-0.11920166015625,2.76947021484375,-3.99017333984375,-2.09808349609375,-0.5321044921875,0.43896484375,0.2921142578125,11,0,37
2,24,3,25838,7,0.17059326171875,-0.98492431640625,-0.12451171875,2.471923828125,-4.8828125,-1.861572265625,-0.5294189453125,0.4383544921875,0.29248046875,11,0,101
2,24,1,25839,7,-0.2454833984375,0.92034912109375,-0.25177001953125,3.47137451171875,-5.8135986328125,-0.22125244140625,-0.0640869140625,-0.3072509765625,0.0194091796875,11,0,109
2,24,3,25893,8,0.16888427734375,-0.9822998046875,-0.11492919921875,2.4261474609375,-5.0201416015625,-1.79290771484375,-0.5299072265625,0.4393310546875,0.2938232421875,11,0,24
2,24,1,25894,8,-0.24212646484375,0.925537109375,-0.25213623046875,3.18145751953125,-4.93621826171875,-0.87738037109375,-0.068603515625,-0.3050537109375,0.0164794921875,11,0,109
2,24,1,25943,9,-0.24212646484375,0.925537109375,-0.25213623046875,3.18145751953125,-4.93621826171875,-0.87738037109375,-0.06787109375,-0.3079833984375,0.02197265625,11,0,196
2,24,3,25944,9,0.16888427734375,-0.9822998046875,-0.11492919921875,2.4261474609375,-5.0201416015625,-1.79290771484375,-0.528564453125,0.439697265625,0.295654296875,11,0,138
2,24,3,25995,10,0.16705322265625,-0.983154296875,-0.12945556640625,0.98419189453125,-4.55474853515625,-0.75531005859375,-0.5313720703125,0.43798828125,0.296142578125,11,0,7
2,24,1,25996,10,-0.24835205078125,0.9185791015625,-0.25543212890625,2.64739990234375,-4.8065185546875,-0.95367431640625,-0.066650390625,-0.3082275390625,0.0142822265625,11,0,14
2,24,3,26052,11,0.156005859375,-0.98687744140625,-0.14044189453125,0.49591064453125,-3.41033935546875,-0.3814697265625,-0.5299072265625,0.4375,0.295166015625,11,0,158
2,24,1,26054,11,-0.25762939453125,0.913330078125,-0.2509765625,2.67791748046875,-3.86810302734375,-2.06756591796875,-0.0665283203125,-0.3082275390625,0.0196533203125,11,0,27
2,24,3,26100,12,0.156005859375,-0.98687744140625,-0.14044189453125,0.49591064453125,-3.41033935546875,-0.3814697265625,-0.5318603515625,0.407958984375,0.2918701171875,11,0,162
2,24,1,26105,12,-0.26116943359375,0.91363525390625,-0.2510986328125,2.02178955078125,-1.7242431640625,-3.3111572265625,-0.064208984375,-0.306884765625,0.0206298828125,11,0,156
2,24,3,26153,13,0.16241455078125,-0.98406982421875,-0.1353759765625,1.48773193359375,-4.4403076171875,-1.64031982421875,-0.530029296875,0.433837890625,0.2908935546875,11,0,155
2,24,1,26154,13,-0.26116943359375,0.91363525390625,-0.2510986328125,2.02178955078125,-1.7242431640625,-3.3111572265625,-0.0634765625,-0.308837890625,0.017578125,11,0,106
2,24,1,26204,14,-0.2703857421875,0.90997314453125,-0.25604248046875,1.8768310546875,-0.67138671875,-3.2196044921875,-0.0643310546875,-0.3052978515625,0.0147705078125,11,0,231
2,24,3,26205,14,0.15887451171875,-0.98486328125,-0.13787841796875,1.434326171875,-5.2490234375,-2.5787353515625,-0.526611328125,0.433349609375,0.2947998046875,11,0,201
2,24,3,26257,15,0.15789794921875,-0.9815673828125,-0.14666748046875,1.434326171875,-5.9356689453125,-3.01361083984375,-0.5283203125,0.434326171875,0.2916259765625,11,0,202
2,24,1,26258,15,-0.27117919921875,0.91259765625,-0.25146484375,2.6092529296875,-0.823974609375,-2.7008056640625,-0.0611572265625,-0.3016357421875,0.0213623046875,11,0,100
2,24,3,26315,16,0.15789794921875,-0.9815673828125,-0.14666748046875,1.5106201171875,-5.9356689453125,-3.01361083984375,-0.5286865234375,0.440673828125,0.2923583984375,11,0,226
2,24,1,26316,16,-0.27117919921875,0.91259765625,-0.25146484375,2.6092529296875,-0.823974609375,-2.7008056640625,-0.0635986328125,-0.30712890625,0.0211181640625,11,0,176
2,24,1,26361,17,-0.279052734375,0.91217041015625,-0.25579833984375,2.98309326171875,-0.93841552734375,-2.3040771484375,-0.061279296875,-0.3065185546875,0.021728515625,11,0,58
2,24,3,26363,17,0.15777587890625,-0.98309326171875,-0.1444091796875,2.46429443359375,-5.74493408203125,-2.90679931640625,-0.5260009765625,0.4366455078125,0.297607421875,11,0,6
