PacketType,PayloadLen,DeviceID,Timestamp,PacketID,accel,Flags,Battery,CRC,time
2.0,24.0,3.0,7355.0,38.0,"[0.0, 0.0, 0.0]",3.0,0.0,129.0,0.241
2.0,24.0,1.0,7356.0,38.0,"[0.0, 0.0, 0.0]",3.0,0.0,240.0,0.242
2.0,24.0,2.0,7361.0,39.0,"[0.0, 0.0, 0.0]",3.0,0.0,206.0,0.247
2.0,24.0,1.0,7362.0,39.0,"[0.0, 0.0, 0.0]",3.0,0.0,118.0,0.248
2.0,24.0,3.0,7363.0,39.0,"[0.0, 0.0, 0.0]",3.0,0.0,146.0,0.249
2.0,24.0,1.0,7367.0,40.0,"[0.0, 0.0, 0.0]",3.0,0.0,239.0,0.253
2.0,24.0,2.0,7368.0,40.0,"[0.0, 0.0, 0.0]",3.0,0.0,122.0,0.254
2.0,24.0,3.0,7369.0,40.0,"[0.0, 0.0, 0.0]",3.0,0.0,239.0,0.255
2.0,24.0,3.0,7375.0,41.0,"[0.0, 0.0, 0.0]",3.0,0.0,92.0,0.261
2.0,24.0,1.0,7376.0,41.0,"[0.0, 0.0, 0.0]",3.0,0.0,119.0,0.262
2.0,24.0,2.0,7378.0,41.0,"[0.0, 0.0, 0.0]",3.0,0.0,117.0,0.264
2.0,24.0,2.0,7382.0,42.0,"[0.0, 0.0, 0.0]",3.0,0.0,249.0,0.268
2.0,24.0,3.0,7383.0,42.0,"[0.0, 0.0, 0.0]",3.0,0.0,108.0,0.269
2.0,24.0,1.0,7384.0,42.0,"[0.0, 0.0, 0.0]",3.0,0.0,214.0,0.27
2.0,24.0,2.0,7387.0,43.0,"[0.0, 0.0, 0.0]",3.0,0.0,72.0,0.273
2.0,24.0,3.0,7388.0,43.0,"[0.0, 0.0, 0.0]",3.0,0.0,72.0,0.274
2.0,24.0,1.0,7390.0,43.0,"[0.0, 0.0, 0.0]",3.0,0.0,101.0,0.276
2.0,24.0,3.0,7393.0,44.0,"[0.0, 0.0, 0.0]",3.0,0.0,153.0,0.279
2.0,24.0,1.0,7394.0,44.0,"[0.0, 0.0, 0.0]",3.0,0.0,14.0,0.28
2.0,24.0,2.0,7395.0,44.0,"[0.0, 0.0, 0.0]",3.0,0.0,197.0,0.281
2.0,24.0,1.0,7399.0,45.0,"[0.0, 0.0, 0.0]",3.0,0.0,116.0,0.285
2.0,24.0,2.0,7400.0,45.0,"[0.0, 0.0, 0.0]",3.0,0.0,225.0,0.286
2.0,24.0,3.0,7401.0,45.0,"[0.0, 0.0, 0.0]",3.0,0.0,116.0,0.287
2.0,24.0,2.0,7406.0,46.0,"[0.0, 0.0, 0.0]",3.0,0.0,30.0,0.292
2.0,24.0,3.0,7407.0,46.0,"[0.0, 0.0, 0.0]",3.0,0.0,139.0,0.293
2.0,24.0,1.0,7409.0,46.0,"[0.0, 0.0, 0.0]",3.0,0.0,26.0,0.295
