PacketType,PayloadLen,DeviceID,Timestamp,PacketID,accel,Flags,Battery,CRC,time
2.0,24.0,3.0,7087.0,67.0,"[0.0, 0.0, 0.0]",3.0,0.0,145.0,0.569
2.0,24.0,2.0,7088.0,67.0,"[0.0, 0.0, 0.0]",3.0,0.0,203.0,0.57
2.0,24.0,1.0,7094.0,68.0,"[0.0, 0.0, 0.0]",3.0,0.0,221.0,0.576
2.0,24.0,2.0,7095.0,68.0,"[0.0, 0.0, 0.0]",3.0,0.0,22.0,0.577
2.0,24.0,3.0,7096.0,68.0,"[0.0, 0.0, 0.0]",3.0,0.0,221.0,0.578
2.0,24.0,3.0,7101.0,69.0,"[0.0, 0.0, 0.0]",3.0,0.0,167.0,0.583
2.0,24.0,1.0,7102.0,69.0,"[0.0, 0.0, 0.0]",3.0,0.0,48.0,0.584
2.0,24.0,2.0,7103.0,69.0,"[0.0, 0.0, 0.0]",3.0,0.0,251.0,0.585
2.0,24.0,2.0,7107.0,70.0,"[0.0, 0.0, 0.0]",3.0,0.0,66.0,0.589
2.0,24.0,1.0,7108.0,70.0,"[0.0, 0.0, 0.0]",3.0,0.0,28.0,0.59
2.0,24.0,3.0,7110.0,70.0,"[0.0, 0.0, 0.0]",3.0,0.0,49.0,0.592
2.0,24.0,1.0,7115.0,71.0,"[0.0, 0.0, 0.0]",3.0,0.0,222.0,0.597
2.0,24.0,2.0,7117.0,71.0,"[0.0, 0.0, 0.0]",3.0,0.0,58.0,0.599
2.0,24.0,3.0,7125.0,71.0,"[0.0, 0.0, 0.0]",3.0,0.0,79.0,0.607
2.0,24.0,1.0,7130.0,72.0,"[0.0, 0.0, 0.0]",3.0,0.0,48.0,0.612
2.0,24.0,2.0,7131.0,72.0,"[0.0, 0.0, 0.0]",3.0,0.0,251.0,0.613
2.0,24.0,3.0,7132.0,72.0,"[0.0, 0.0, 0.0]",3.0,0.0,251.0,0.614
2.0,24.0,3.0,7135.0,73.0,"[0.0, 0.0, 0.0]",3.0,0.0,20.0,0.617
2.0,24.0,1.0,7136.0,73.0,"[0.0, 0.0, 0.0]",3.0,0.0,26.0,0.618
2.0,24.0,2.0,7137.0,73.0,"[0.0, 0.0, 0.0]",3.0,0.0,209.0,0.619
2.0,24.0,1.0,7143.0,74.0,"[0.0, 0.0, 0.0]",3.0,0.0,95.0,0.625
2.0,24.0,3.0,7144.0,74.0,"[0.0, 0.0, 0.0]",3.0,0.0,229.0,0.626
2.0,24.0,2.0,7146.0,74.0,"[0.0, 0.0, 0.0]",3.0,0.0,185.0,0.628
